dc.publisher.place,dc.type.referee,dc.publisher.country,item.collection,item.openaireRights,dc.subject.keywordsita,dc.language.iso,dc.subject.keywords,dc.identifier.uri,dc.date.issued,dc.type.full,dc.relation.ispartofbook,item.journal.title,dc.title,dc.relation.medium,dc.description.numberofauthors,dc.publisher.name,dc.authority.people,dc.type.circulation
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,ita,"Design editoriale, design grafico, FOTOGRAFIA, libri",http://hdl.handle.net/11311/1019192,2016,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,GIORNALE DELLA LIBRERIA,Sulla corteccia del libro. La traduzione fotografica,ELETTRONICO,1,-,"BAULE, GIOVANNI",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng,-,http://hdl.handle.net/11311/1019194,2016,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,STUDIES IN MATERIAL THINKING,Cartographic  Interfaces for Hybrid Spaces: Communication Design in the Spatial turn.,ELETTRONICO,2,-,"BAULE, GIOVANNI;QUAGGIOTTO, MARCO",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,ita,"Traduzione editoriale, illustrazione, design della comunicazione",http://hdl.handle.net/11311/1019195,2016,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DOPPIOZERO,Tradurre/illustrare. Altre traduzioni: sul paradigma traduttivo,ELETTRONICO,1,-,"BAULE, GIOVANNI",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,ita,"cultura urbana, design del territorio",http://hdl.handle.net/11311/1019312,2016,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ANANKE,Erranze nella città dell’immaginario. Forme contemporanee di esplorazione e narrazione urbana,-,1,-,"TROCCHIANESI, RAFFAELLA",-
-,Esperti non anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng,-,http://hdl.handle.net/11311/1019506,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,THE INTERNATIONAL JOURNAL OF SUSTAINABILITY EDUCATION,Intercultural Dialog as a Strategy for a Sustainable Society: Case Studies from Italy.,ELETTRONICO,3,-,"PILLAN, MARGHERITA;SUTEU, IRINA MARIA;GRANATA, ANNA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/1019507,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,NAUTECH,Editoriale Nautech Ottobre 2015,-,1,-,"RATTI, ANDREA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/1019508,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,NAUTECH,Editoriale Nautech Novembre 2015,STAMPA,1,-,"RATTI, ANDREA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/1019509,2016,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,NAUTECH,Editoriale Nautech Febbraio 2016,-,1,-,"RATTI, ANDREA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/1019511,2016,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,NAUTECH,Editoriale Nautech Aprile 2016,STAMPA,1,-,"RATTI, ANDREA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/1019512,2016,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,NAUTECH,Editoriale Nautech Giugno 2016,STAMPA,1,-,"RATTI, ANDREA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/1019514,2016,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,NAUTECH,Editoriale Nautech Settembre 2016,-,1,-,"RATTI, ANDREA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/1019516,2016,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,NAUTECH,Editoriale Nautech Ottobre 2016,-,1,-,"RATTI, ANDREA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/1019519,2016,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,NAUTECH,Editoriale Nautech Novembre 2016,-,1,-,"RATTI, ANDREA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/1019521,2017,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,NAUTECH,Editoriale Nautech Febbraio 2017,-,1,-,"RATTI, ANDREA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/1019522,2017,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,NAUTECH,Editoriale Nautech Aprile 2017,-,1,-,"RATTI, ANDREA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/1019523,2017,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,NAUTECH,Wind from the North,-,1,-,"RATTI, ANDREA",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng,-,http://hdl.handle.net/11311/1019531,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,NORDIC DESIGN RESEARCH CONFERENCE,Design and Social Innovation for the Development of Human Smart Cities,ELETTRONICO,3,-,"Rizzo, F.;DESERTI, ALESSANDRO;COBANLI, ONUR MÜSTAK",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/1019546,2016,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,LATIN AMERICAN JOURNAL OF MANAGEMENT FOR SUSTAINABLE DEVELOPMENT,A design framework for enabling sustainability in the clothing sector,STAMPA,4,-,"dos Santos, A.;Ceschin, F.;Suzana Barreto Martins, S. B.;VEZZOLI, CARLO ARNALDO",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/1019568,2016,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,IDEA,URBAN + INTERIOR,STAMPA,5,-,"Attiwill, Suzie;CRESPI, LUCIANO;FASSI, DAVIDE;Giunta, Elena Enrica;Hermida, Belen",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,"Heritage BIM, Paesaggi Urbani Storici, Sistemi di rilievo, Modelli 3D, Certosa di Bologna",ita,-,http://hdl.handle.net/11311/1019569,2016,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DISEGNARE CON...,Un BIM per l’identità dei paesaggi urbani storici. Applicazioni integrate di rilievo per il patrimonio architettonico della Certosa di Bologna,ELETTRONICO,2,-,"AMORUSO, GIUSEPPE;MANTI, ANDREA",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/1019571,2017,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND INNOVATION MANAGEMENT,Entrepreneurial design: the role of design as driver of entrepreneurial opportunity generation and assessment,-,3,-,"Teixeira, Carlos;DESERTI, ALESSANDRO;Mata Garcia, Laura",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng;chi,-,http://hdl.handle.net/11311/1019647,2016,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ZHUANGSHI,Living interiors in the digital age: the Smart Home,STAMPA,1,-,"LECCE, CHIARA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,Uffici,eng;ita,-,http://hdl.handle.net/11311/1019648,2016,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DOMUS,Ufficio: una lunga evoluzione/The Office: a long evolution,STAMPA,1,-,"LECCE, CHIARA",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,Centro Progetti Tecno,ita,-,http://hdl.handle.net/11311/1019714,2016,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,AIS / DESIGN,Il Centro Progetti Tecno. Dal clima partecipativo degli anni sessanta al design globale del nuovo millennio,ELETTRONICO,1,-,"LECCE, CHIARA",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng,-,http://hdl.handle.net/11311/1019716,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,PAD,The Post-digital era: towards a relational and sustainable approach,ELETTRONICO,1,-,"LECCE, CHIARA",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,Abet Laminati,ita,-,http://hdl.handle.net/11311/1019723,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,AIS / DESIGN,Abet Laminati: il design delle superfici,ELETTRONICO,1,-,"LECCE, CHIARA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,"classicismo, ritorno alla figurazione, fortuna novecentesca di Piero della Francesca",ita,-,http://hdl.handle.net/11311/1019724,2016,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ARTISTA,"Glyn Philpot, e la Toscana",STAMPA,1,-,"MAZZANTI, ANNA",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,Fede Cheti,ita,-,http://hdl.handle.net/11311/1019725,2013,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,AIS / DESIGN,Fede Cheti: 1936-1975. Tracce di una storia italiana,ELETTRONICO,1,-,"LECCE, CHIARA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng,-,http://hdl.handle.net/11311/1020040,2016,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,STRATEGIC DESIGN RESEARCH JOURNAL,Activating new strategies for the Lombardy Region and the Italian-Swiss border area: A cultural design approach,ELETTRONICO,2,-,"GUGLIELMETTI, ILARIA;TROCCHIANESI, RAFFAELLA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/1020384,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,GSTF JOURNAL OF ENGINEERING TECHNOLOGY,Wayfinding Design and Accessibility. Experimental Research of new ways to approach the Landscape and Cultural Heritage for wider range of users,STAMPA,2,-,"DE PAOLIS, ROBERTO;GUERINI, SILVIA",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng,-,http://hdl.handle.net/11311/1020703,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,JOURNAL OF CIVIL & ENVIRONMENTAL ENGINEERING,Analysis of Adaptive Traffic Control Systems Design of a Decision Support System for Better Choices,-,3,-,"STUDER, LUCA PASINO;KETABDARI, MISAGH;MARCHIONNI, GIOVANNA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng,"Advanced Material, Material Design Culture, Design research, Madec, hydrophobic supermetal, aerographite, graphene, bullet-proof polymers, self-healing bio-concrete, bone polymer",http://hdl.handle.net/11311/1021257,2016,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,NAUTECH,La materia del futuro,-,2,-,"FERRARA, MARIA RITA;COGLIATI, NAIKE",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng;ita,tunnel safety,http://hdl.handle.net/11311/1021533,2017,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,LE STRADE,Piano digitale di emergenza,STAMPA,1,-,"BORGHETTI, FABIO",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,"Rinascente, Milano, storia, archivi, Marcello Dudovich, Albe Steiner, Max Huber, Amneris Latis, Carlo Pagani, Gian Carlo Ortelli",eng;ita,-,http://hdl.handle.net/11311/1021870,2017,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DOMUS,La Rinascente. Un laboratorio creativo / A creative laboratory,STAMPA,1,-,"FERABOLI, MARIA TERESA",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng;ita,-,http://hdl.handle.net/11311/1022010,2016,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DOMUS,100 Record. Design Italia 1928 - 2016,-,1,-,"FINESSI, GIUSEPPE",-
-,-,-,-,none,-,eng;ita,-,http://hdl.handle.net/11311/1022047,2017,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DOMUS,SaloneSatellite. 20 anni di nuova creatività,-,1,-,"FINESSI, GIUSEPPE",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng;fra;ita;nld,-,http://hdl.handle.net/11311/1022051,2016,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,CARTADITALIA,Nuovi Maestri,-,1,-,"FINESSI, GIUSEPPE",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng;ita,-,http://hdl.handle.net/11311/1023036,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ABITARE,L’abito fa il lavoro,STAMPA,1,-,"CAPPELLIERI, ALBA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng;ita,"design del gioiello, jewellery design, accessory design, fashion accessory, alba cappellieri, design innovation",http://hdl.handle.net/11311/1023042,2013,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ABITARE,Gioielli e design,ELETTRONICO,1,-,"CAPPELLIERI, ALBA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng;ita,"elio fiorucci, alba cappellieri, moda, design, accessorio moda, design del gioiello, jewellery design, museo del gioiello",http://hdl.handle.net/11311/1023043,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ABITARE,"Elio Fiorucci, il designer dei Comportamenti",ELETTRONICO,1,-,"CAPPELLIERI, ALBA",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,ita,-,http://hdl.handle.net/11311/1024730,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ANANKE,"'Ananke. Quadrimestrale di cultura, storia e tecniche della conservazione per il progetto (2015). Vol. 75",STAMPA,1,-,"CONTE, SARA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/1026635,2017,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,"JOURNAL OF DESIGN, BUSINESS AND SOCIETY",Design-Intensive Start-Ups: A New Application Field for Design Thinking?,STAMPA,4,-,"CAUTELA, CABIRIO;RAMPINO, LUCIA ROSA ELENA;COLOMBO, SARA;SIMONELLI, GIULIANO",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,"LUCE, ILLUMINOTECNICA, ILLUMINAZIONE DELLE OPERE D'ARTE",eng,-,http://hdl.handle.net/11311/1026885,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,LUCE,LA MADONNA ESTERHAZY DI RAFFAELLO,STAMPA,1,-,"MURANO, FRANCESCO",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,ita,"interior, bedroom, hybrid space",http://hdl.handle.net/11311/1028380,2016,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,IL CORRIERE DELLA SERA,Non solo dolce dormire. La camera da letto è un territorio ibrido,STAMPA,1,-,"PICCINNO, GIOVANNA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng;ita,-,http://hdl.handle.net/11311/1028407,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,MEMORIA E RICERCA,Made in Italy e design: costruire il brand moda,STAMPA,6,-,"Scarpellini, E.;Pouillard, V.;Segre, R.;TURINETTO, MARCO;Puccinelli, E.;Sergio, G.",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/1030009,2017,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ROOM,SPACE RESEARCH INSPIRES INNOVATION IN FASHION,STAMPA,2,-,"DOMINONI, ANNALISA;Quaquaro, Benedetto",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,Comunicazione audiovisiva,ita,-,http://hdl.handle.net/11311/1030321,2010,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,CONVERGÊNCIAS,La silhouette come forma di rappresentazione privilegiata nel progetto della comunicazione.,-,1,-,"CIANCIA, MARIANA",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng,-,http://hdl.handle.net/11311/1030347,2017,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ELISAVA TDD,From transmedia practice to transmedia design. The role of design in the development of transmedia projects.,-,1,-,"CIANCIA, MARIANA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng;ita,"Alba Cappellieri, Politecnico di Milano, Salvatore Ferragamo, accessory design, jewellery design, fashion design, design della moda, design del gioiello, design dell'accessorio, gioiello",http://hdl.handle.net/11311/1030608,2017,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DOMUS,Salvatore Ferragamo: 1927 il ritorno in Italia,STAMPA,1,-,"CAPPELLIERI, ALBA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,ita,"Zanetti Anton Maria, Leonardo da Vinci, caricature",http://hdl.handle.net/11311/1031723,2017,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ARTE VENETA,Suggestioni leonardesche nella cultura e nelle caricature di Anton Maria Zanetti dell'Album Cini,-,1,-,"MARANI, PIETRO",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/1031869,2017,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,THE DESIGN JOURNAL,The New Aesthetic of DIY-Materials,STAMPA,2,-,"AYALA GARCIA, CAMILO;ROGNOLI, VALENTINA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/1031871,2017,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,THE DESIGN JOURNAL,"Material Tinkering. An inspirational approach for
experiential learning and envisioning in product
design education",STAMPA,3,-,"PARISI, STEFANO;ROGNOLI, VALENTINA;Sonneveld, Marieke",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/1031899,2017,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,THE DESIGN JOURNAL,New Vision On Knitwear Design. How the traditional craft methodologies are evolving into fashion international scenarios.,-,3,-,"AFFINITO, LAURA;CONTI, GIOVANNI MARIA;MOTTA, MARTINA",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng,-,http://hdl.handle.net/11311/1031909,2017,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,THE DESIGN JOURNAL,Micronarratives as the form of contemporary communication,ELETTRONICO,3,-,"VENDITTI, SIMONA;PIREDDA, FRANCESCA;MATTANA, WALTER",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng,-,http://hdl.handle.net/11311/1031910,2017,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,THE DESIGN JOURNAL,Masters of Ceremonies. A design approach to participatory video,-,3,-,"PIREDDA, FRANCESCA;BERTOLOTTI, ELISA;VENDITTI, SIMONA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng,Hannah Arendt,http://hdl.handle.net/11311/1031975,2017,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,THE DESIGN JOURNAL,Storytelling in design for social innovation and politics: a reading through the lenses of Hannah Arendt,-,3,-,"Virginia Tassinari;Francesca Piredda;BERTOLOTTI, ELISA",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/1031994,2017,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,THE DESIGN JOURNAL,Empathy and Design. A new perspective,ELETTRONICO,2,-,"DEVECCHI, ALICE;GUERRINI, LUCA",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/1032294,2017,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ICAR,Methodological contributions to conservation and restoration of an inhabited interior. The case study of the University Campus by Giancarlo De Carlo in Urbino,STAMPA,4,-,"BARATIN, LAURA;DEVECCHI, ALICE;Gasparetto, F.;Moretti, E.",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng,-,http://hdl.handle.net/11311/1032380,2017,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ITALIAN JOURNAL OF EDUCATIONAL TECHNOLOGY,IN MIGRANTS’ SHOES. A GAME TO RAISE AWARENESS AND SUPPORT LONG-LASTING LEARNING,-,3,-,"Antonacci, Francesca;BERTOLO, MARESA;MARIANI, ILARIA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng,-,http://hdl.handle.net/11311/1032445,2017,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,STRATEGIC DESIGN RESEARCH JOURNAL,"Design actions with resilient local communities: Goals, drivers and tools",-,2,-,"FASSI, DAVIDE;SEDINI, CARLA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/1032699,2017,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,INFORMATION DESIGN JOURNAL,Designing diagrams for Wikipedia,-,3,-,"MAURI, MICHELE;PINI, AZZURRA;CIUCCARELLI, PAOLO",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng,-,http://hdl.handle.net/11311/1033185,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,STRATEGIC DESIGN RESEARCH JOURNAL,Strategies in Design for social innovation within Alto Vale Project,ELETTRONICO,3,-,"PRESTES JOLY, MAÍRA;Ricardo Straioto;Luiz Fernando Figueiredo",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,"Persuasive technology, wearable technology, health, human- centred approach",http://hdl.handle.net/11311/1033255,2017,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,THE DESIGN JOURNAL,Persuasive Technology as key to increase Working Health Condition. The Case study of a Wearable System to prevent Respiratory Disease,ELETTRONICO,3,-,"FERRARO, VENERE;STEPANOVIC, MILA;FERRARIS, SILVIA DEBORAH",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/1033881,2017,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,GENDER,A didactic tool for gender-sensitive practices in design education,ELETTRONICO,2,-,"REINA, MARTA ISABELLA;BUCCHETTI, VALERIA LUISA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/1034226,2016,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ZONEMODA JOURNAL,The Present Future In Fashion Design: The Archive As A Tool For Anticipation,ELETTRONICO,2,-,"COLOMBI, CHIARA;VACCA, FEDERICA",-
-,Esperti non anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,Renzo Piano,eng;ita,-,http://hdl.handle.net/11311/1034823,2017,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DOMUS,Non c'è Italia senza spine,STAMPA,1,-,"IRACE, FULVIO",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng;ita,-,http://hdl.handle.net/11311/1034977,2017,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,INGEGNERIA FERROVIARIA,"Modello quantitativo per lo studio dell’accessibilità ferroviaria con veicolo bimodale in condizioni di emergenza
A quantitative model for the analysis of railway accessibility with bimodal vehicle in emergency conditions",STAMPA,3,-,"BORGHETTI, FABIO;CALABRESE, VERONICA;MAJA, ROBERTO",-
