dc.publisher.place,dc.type.referee,item.collection,item.openaireRights,dc.subject.keywordsita,dc.subject.keywords,dc.identifier.uri,dc.date.issued,dc.type.full,dc.type.circulation,dc.relation.medium,dc.language.iso,dc.publisher.country,dc.description.numberofauthors,dc.publisher.name,dc.authority.people,dc.title
Milano,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/665752,2012,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,ita,ITA,1,Bruno Mondadori,"CONTI, GIOVANNI MARIA",Cross fertilization: un approccio al progetto per la moda
Mantova,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,Design; arte; corpo; sperimentazione,http://hdl.handle.net/11311/665925,2012,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,ita;eng,ITA,1,Corraini Edizioni,"FINESSI, GIUSEPPE",Ultrabody. 208 opere tra arte e design
Milano,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,design; comunicazione; identità urbana,http://hdl.handle.net/11311/667651,2006,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,ita,ITA,7,Libreria Clup,"BISSON, MARIO;BOERI, CRISTINA;CALABI, DANIELA ANNA;CECONELLO, MAURO ATTILIO;PARENTE, MARINA;TROCCHIANESI, RAFFAELLA;VIGNATI, GIORGIO",Visual and Haptic Urban Design
Milano,-,03.1 Monografia o trattato scientifico,none,-,design; valorizzazione dei beni culturali,http://hdl.handle.net/11311/667654,2004,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,ita,ITA,2,Polidesign,"CELASCHI, FLAVIANO;TROCCHIANESI, RAFFAELLA",Design & Beni culturali. La cultura del progetto nella valorizzazione dei beni culturali.
venezia,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,"design; gioiello; souvenir; memoria; storia; territorio; tecniche; materiali, alba cappellieri,",http://hdl.handle.net/11311/676373,2012,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,eng;ita,ITA,1,marsilio,"CAPPELLIERI, ALBA",Souvenir d'Italie: il gioiello souvenir tra memoria e progetto
Milano,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,titanio; ornamento; innovazione; gioiello; design; nuovi materiali; nuove tecnologie,http://hdl.handle.net/11311/680195,2010,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,eng;ita,ITA,1,Electa,"CAPPELLIERI, ALBA",Titani Preziosi: Tra Tecnologia e Ornamento
Milano,Nessuno,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/683217,2012,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,ita,ITA,1,Editore Franco Angeli,"RAMPINO, LUCIA ROSA ELENA",Dare forma e senso ai prodotti. Il contributo del design ai processi d'innovazione.
Milano,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,"Design
Uffici
Organizzazione",http://hdl.handle.net/11311/685239,2012,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,ita,ITA,3,Franco Angeli,"PIARDI, SILVIA ELVIRA MARIA;S. Tieghi;V. Natile",Office Design. Smart Organization & Layout: dall'analisi al progetto
-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/685484,2012,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,ita,-,1,FRANCOANGELI,"VILLARI, BEATRICE",Design per il territorio. Un approccio community centred
MILANO,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,RON ARAD; MADE IN ITALY; ITALIAN DESIGN; ART DESIGN,http://hdl.handle.net/11311/685836,2008,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,eng,ITA,1,MONDADORI ARTE,"CAPPELLIERI, ALBA",RON ARAD
-,-,03.1 Monografia o trattato scientifico,none,-,-,http://hdl.handle.net/11311/686482,2006,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,ita,ITA,3,Libreria Clup,"ROMERO, MAXIMILIANO ERNESTO;MAIOCCHI, MARCO MARIA;FERRARIS, SILVIA DEBORAH","Esercizi di stile, Esperimenti di trasposizione stilistica nel 
design della comunicazione."
Sant'Arcangelo di Romagna (RN),-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/686856,2012,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,ita;eng,ITA,1,MAGGIOLI EDITORE,"FASSI, DAVIDE",Temporary Urban Solutions
Milano,"Sì, ma tipo non specificato",03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,design della comunicazione; città in trasformazione; comunicazione audiovisiva; visioni condivise; dialogo; innovazione sociale; sostenibilità,http://hdl.handle.net/11311/686874,2012,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,ita,ITA,2,FrancoAngeli,"GALBIATI, MARIA LUISA;PIREDDA, FRANCESCA",Visioni urbane. Narrazioni per il design della città sostenibile
Saarbrucken,Nessuno,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/687060,2012,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,eng,DEU,1,LAP Lambert Academic Publishing,"SPALLAZZO, DAVIDE",Mobile technologies and cultural heritage. Towards a design approach.
roma,Nessuno,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,componente design progetto prodotto metodo,http://hdl.handle.net/11311/687245,2012,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,ita,ITA,1,aracne editrice s.r.l.,"BISSON, MARIO",Le componenti progettuali nel design del prodotto
-,Nessuno,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/689063,2012,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,ita,-,2,Lupetti,"SOLDATI, MARIA GRAZIA;SABBIONI, ANGELO",Tecnologia e innovazione per l’industria tessile
-,"Sì, ma tipo non specificato",03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,design strategico; design per il territorio; design per la città; identità; product design,http://hdl.handle.net/11311/689092,2012,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,ita,-,1,Maggioli editore,"PARENTE, MARINA",Design e identità urbane. Riflessioni ed esperienze per Milano e Napoli.
-,Nessuno,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/689287,2012,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,eng,ITA,1,Maggioli Editore,"FERRARO, VENERE","The designer approach to wearable technologies.
A practiced based approach"
Roma,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,antropometria; design; ergonomia fisica; etnografia,http://hdl.handle.net/11311/689989,2012,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,ita,ITA,1,Aracne Editrice,"ANDREONI, GIUSEPPE",Il fattore uomo nel design
Milano,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/690726,2011,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,eng;ita,ITA,1,24 ORE Cultura,"CIAGA', GRAZIELLA LEYLA",Alessandro Mendini
Prato,-,03.1 Monografia o trattato scientifico,none,-,arte ambientale; arte ambientata; ready made; object trouvé; parco di scultura; nouveau réalisme,http://hdl.handle.net/11311/690853,2003,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,ita,ITA,7,Gli Ori,"MAZZANTI, ANNA;I. Beniamino;E. Crispolti;A. Jouffroy;H. Martin;A. Schwarz;D. Spoerri",Il Giardino di Daniel Spoerri
Milano,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,Semiotica; Interpretazione; Progetto; Design; Inventiva,http://hdl.handle.net/11311/691290,2012,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,ita,ITA,1,Franco Angeli,"ZINGALE, SALVATORE",Interpretazione e progetto. Semiotica dell'inventiva
MIlano,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,Semiotica; Immagini; Interpretazione; Inferenze; Modi espressione; Narrazione,http://hdl.handle.net/11311/691302,2007,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,ita,ITA,3,ATì Editore,"M. A. BONFANTINI;J. BRAMATI;ZINGALE, SALVATORE",Sussidiario di semiotica in dieci lezioni e duecento immagini
Milano,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/691728,2012,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,ita,ITA,1,Postmedia srl,"BARBARA, ANNA",Sensi tempo e architettura. Spazi possibili per umani e non
Crocetta del Montello,Nessuno,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/691821,2012,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,ita,-,2,Intesa San Paolo,"IRACE, FULVIO;De Lucchi M.",Il palazzo e la città. Progettare piazza della Scala
Milano,Nessuno,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/691968,2012,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,ita,ITA,1,RCS,"ZURLO, FRANCESCO",Branding for China. Promuovere i design brand in Cina.
-,-,03.1 Monografia o trattato scientifico,none,-,-,http://hdl.handle.net/11311/692134,2004,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,eng;ita,-,3,Interaction Design Institute Ivrea,"CEPPI, GIULIO;A. Cervini;J. Kayser",MOBILE EMBODIMENTS_New convergences in mobile telephony
-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/692137,2012,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,ita,-,1,Fausto Lupetti - Dodici Edizioni,"CEPPI, GIULIO",AWARENESS DESIGN_ Il design della consapevolezza: un percorso sperimentale
Firenze,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/692271,2012,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,ita,-,1,ALINEA EDITRICE S.r.l.,"INGARAMO, MATTEO ORESTE","PROdesign. PROgetto, PROfessione, PROdotto"
Azzano S. Paolo (BG),-,03.1 Monografia o trattato scientifico,none,-,-,http://hdl.handle.net/11311/692339,2004,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,ita,ITA,2,Bolis Edizioni,"CIAGA', GRAZIELLA LEYLA;IRACE, FULVIO",Trasparenza e prospettiva
Milano,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,design; tessuto,http://hdl.handle.net/11311/692406,2012,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,ita,-,1,Edinterni,"SOLDATI, MARIA GRAZIA",Arte e design nel tessuto
Milano,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/692450,2000,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,ita,ITA,1,Giorgio Nada Editore,"TURINETTO, MARCO",AUTOMOBILE: GLOSSARIO DELLO STILE
Milano,-,03.1 Monografia o trattato scientifico,none,-,-,http://hdl.handle.net/11311/692869,1999,03 LIBRO::03.1 Monografia o trattato scientifico,internazionale,-,ita,ITA,1,Politecnico di Milano,"CIAGA', GRAZIELLA LEYLA","Aspetti dell'organizzazione della tutela dei beni architettonici in Italia e Francia, Dottorato di ricerca in Conservazione dei Beni architettonici (10. ciclo A.A. 1995-1998); coordinatrice T. K. Kirova, tutor A. Bellini, co-tutor F. Irace, Politecnico di Milano, Università degli studi di Cagliari, Università degli studi di Genova, Università degli studi di Reggio Calabria, 1999"
-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/693542,2012,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,eng,-,2,Maggioli,"GEROSA, GIULIA MARIA;GIUNTA, ELENA ENRICA","L’Ospedale accogliente
il design per gli spazi d’attesa
dell’A.O. Fatebenefratelli e Oftalmico di Milano"
Milano,-,03.1 Monografia o trattato scientifico,none,-,impressionismo internazionale; pittura di genere verista; Esposizioni Biennali di Venezia; pittura di paesaggio; ritratti; temi mitologici; opera d'arte totale,http://hdl.handle.net/11311/693587,1998,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,ita,ITA,4,ELECTA,"G. Fossaluzza;Maria Flora Giubilei;MAZZANTI, ANNA;Fernando Mazzocca",Ettore Tito (1859-1941)
Milano,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,Made in Italy,http://hdl.handle.net/11311/693610,2012,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,ita,-,1,LUPETTI EDITORI DI COMUNICAZIONE,"TURINETTO, MARCO",From Italy dalla ricerca alla manifattura
Milano,-,03.1 Monografia o trattato scientifico,none,-,arte ambientale; site-specific art; environment art; parchi di scultura,http://hdl.handle.net/11311/693624,1998,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,eng,ITA,5,CHARTA,"MAZZANTI, ANNA;Pierre Restany;Enrico Crispolti;Gianni Pettena;Mario Botta",Niki de Saint Phalle. The Tarot Garden
-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/693867,2011,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,ita,-,1,Postmedia srl,"BARBARA, ANNA",Storie di architettura attraverso i sensi
Milano,Nessuno,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/703723,2011,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,ita,ITA,1,Electa,"IRACE, FULVIO",David Chipperfild
-,Nessuno,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,Spatial Design; In-between spaces; Urban spaces; Environmental; Method; Research,http://hdl.handle.net/11311/705725,2012,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,eng;ita,ITA,2,Maggioli Editore,"PICCINNO, GIOVANNA;'.E. Lega'",Spatial Design for in-between urban spaces
venezia,Nessuno,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,design; gioiello; maestri; innovazione; moda; fashion; masters; innovation,http://hdl.handle.net/11311/706728,2013,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,ita;eng,ITA,1,marsilio,"CAPPELLIERI, ALBA",Gioiello Italiano Contemporaneo: i Maestri
Bologna,Comitato scientifico,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/707526,2013,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,ita,ITA,1,Pitagora Editrice,"VACCA, FEDERICA",Design sul Filo della Tradizione
-,Nessuno,03.1 Monografia o trattato scientifico,none,-,-,http://hdl.handle.net/11311/707940,2008,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,eng,-,6,AMIDST University of Amsterdam,"E. Mingione;F. Zajczyk;E. Dell'Agnese;S. Mugnano;M. D'Ovidio;SEDINI, CARLA","Milan: A city easy for working but difficult for living.
Undestanding the attractiveness of the metropolitan region for creative knowledge workers"
-,-,03.1 Monografia o trattato scientifico,none,-,-,http://hdl.handle.net/11311/707941,2009,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,eng,-,6,AMIDST,"E. Mingione;E. dell’Agnese;S. Mugnano;M. d’Ovidio;F. Zajczyk;SEDINI, CARLA","International Milan? A global city in a country lagging behind. 
The view of transnational migrants."
-,-,03.1 Monografia o trattato scientifico,none,-,-,http://hdl.handle.net/11311/707943,2010,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,eng,-,7,AMIDST,"E. Mingione;F. Zajczyk;E. dell’Agnese;S. Mugnano;M. d’Ovidio;SEDINI, CARLA;L. Parrino",Policies and strategies in the Metropolitan Region of Milan. How to enhance the city’s competitiveness.
MILANO,Nessuno,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/openAccess,-,-,http://hdl.handle.net/11311/722157,2013,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,ita,ITA,1,SOLE 24 ORE CULTURA,"BERTOLA, PAOLA",Il giocattolo italiano nella prima metà del Novecento
Loreto,Nessuno,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,Biennale di Venezia; mostra; installazione,http://hdl.handle.net/11311/731375,2012,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,ita,-,1,Tecnostampa,"IRACE, FULVIO",Facecity
-,Nessuno,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/736166,2013,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,eng;ita,-,1,MARSILIO EDITORE,"CAPPELLIERI, ALBA",MAESTRI DEL GIOIELLO ITALIANO CONTEMPORANEO
-,Comitato scientifico,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/736167,2013,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,eng;ita,ITA,2,MARSILIO EDITORE,"CAPPELLIERI, ALBA;M. ROMANELLI",IL DESIGN ITALIANO INCONTRA IL GIOIELLO
Milano,Nessuno,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/762039,2013,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,ita,ITA,1,24 Ore Cultura,"IRACE, FULVIO",Franco Albini
-,Comitato scientifico,03.1 Monografia o trattato scientifico,none,-,Data visualization; social media; Smart city,http://hdl.handle.net/11311/762071,2014,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,eng,-,3,Springer,"CIUCCARELLI, PAOLO;LUPI, GIORGIA;Luca Simeone","Visualizing the Data City, Social media as a source of knowledge for urban planning and management"
Bologna,Nessuno,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/765580,2012,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,ita,ITA,2,Zanichelli,"BRUGLIERI, MAURIZIO;COLORNI VITALE, ALBERTO",Ricerca Operativa
Milano,Esperti non anonimi,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,design management; technology change; product design; design strategies,http://hdl.handle.net/11311/765696,2013,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,eng,ITA,2,Ed. Mc Graw Hill,"CAUTELA, CABIRIO;M. Simoni",Product design strategies in technological change
-,Nessuno,03.1 Monografia o trattato scientifico,none,-,-,http://hdl.handle.net/11311/765742,2014,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,eng,-,3,Springer,"ANDREONI, GIUSEPPE;BARBIERI, MASSIMO;COLOMBO, BARBARA","Developing Biomedical Devices
Design, Innovation and Protection"
-,Nessuno,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/765749,2013,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,ita,ITA,2,Ed. a cura della Regione Lombardia,"GALEAZZI, CHIARA;M. Valsesia",Laboratorio Sociale. Verso la definizione di nuovi modelli di gestione residenziale
-,Nessuno,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/767257,2013,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,ita,-,1,LibraccioEditore,"VILLARI, BEATRICE","Design, comunità, territori. Un approccio community-centred per progettare relazioni, strategie e servizi"
-,Comitato scientifico,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/openAccess,-,-,http://hdl.handle.net/11311/767456,2013,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,ita,-,7,Egaf,"B. Dalla Chiara;B. Barabino;G. N. Bifulco;G. Corona;G. Fusco;R. Rossi;STUDER, LUCA PASINO",ITS nei trasporti stradali
-,Nessuno,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/769293,2013,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,eng,-,1,Springer,"MORTATI, MARZIA",Systemic Aspects of Innovation and Design. The perspective of Collaborative Networks
Milano,Nessuno,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/774529,2013,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,ita,ITA,1,LUPETTI EDITORI DI COMUNICAZIONE,"CONTI, GIOVANNI MARIA",Design della Maglieria. Strumenti e metodologie progettuali
-,Nessuno,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/775516,2013,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,eng;ita,-,3,DESIGN FAUSTO LUPETTI ( by LSWR ),"CEPPI, GIULIO;Fortunato D'Amico;Giovanni Tedeschi",MADE 4 CERAMICS 2013_ Ceramica Terra Cultura
Mantova,Nessuno,03.1 Monografia o trattato scientifico,none,-,-,http://hdl.handle.net/11311/789118,2014,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,eng;ita,-,1,Corraini Edizioni,"FINESSI, GIUSEPPE",La Casa Morbida
Siracusa,Comitato scientifico,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/openAccess,-,allestimento; museo; media building; scenografa; interni,http://hdl.handle.net/11311/789523,2015,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,ita,ITA,3,Lettera Ventidue,"BASSO PERESSUT, GIAN LUCA;BOSONI, GIAMPIERO;SALVADEO, PIERLUIGI",Mettere in scena Mettere in mostra
-,Nessuno,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,mapping; PROJETION MAPPING,http://hdl.handle.net/11311/813519,2013,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,eng,USA,1,"Lulu Press, Inc","MURANO, FRANCESCO","Light works, experimenal projection mapping"
Novara,Comitato scientifico,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,Ottica,http://hdl.handle.net/11311/824347,2014,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,ita,ITA,1,Casa Editrice De Agostini,"MARANI, PIETRO",Codex Atlanticus. L'occhio di Leonardo. Studi di ottica e prospettiva. Disegni di Leonardo dal Codice Atlantico
-,Esperti anonimi,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,color; Design; smart materials; intelligent materials application; intelligent design; materials; smart systems,http://hdl.handle.net/11311/824742,2013,03 LIBRO::03.1 Monografia o trattato scientifico,-,ELETTRONICO,eng,-,2,Springer,"FERRARA, MARIA RITA;M. Bengisu",Materials that Change Color
Mosca,Comitato scientifico,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,Intelligent Transport Systems; Transport,http://hdl.handle.net/11311/825934,2014,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,rus,RUS,7,EGAF Edizioni SRL,"STUDER, LUCA PASINO;B. Dalla Chiara;B. Barabino;G. N. Bifulco;G. Corona;G. Fusco;R. Rossi",итс на автомобильном транспорте
Londra,Comitato scientifico,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/openAccess,-,-,http://hdl.handle.net/11311/828725,2014,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,eng,GBR,3,Greenleaf Publishing,"VEZZOLI, CARLO ARNALDO;Kohtala C.;Srinivasan A.",Product-Service System Design for Sustainability
Granada,Comitato scientifico,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,Synaesthesia; Design; Arte; Musica; Neuroscienze; Sinestesia,http://hdl.handle.net/11311/846343,2014,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,eng,ESP,4,International Foundation Artecittà,"M. Josè De Cordoba;RICCO', DINA;Sean Day","Synaesthesia: Theoretical, artistic and scientific foundations"
-,Nessuno,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/850735,2014,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,ita,-,1,GIUNTI,"CONTI, GIOVANNI MARIA","Design & moda. Progetti, corpi, simboli"
-,Nessuno,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/853334,2014,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,eng,GBR,7,Lancaster University,"ARQUILLA, VENANZIO;Chisholm J.;Evans M.;Landoni P.;MAFFEI, STEFANO;MORTATI, MARZIA;VILLARI, BEATRICE",Design in European Policy
-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,"rischio, trasporti, Merci pericolose",http://hdl.handle.net/11311/857136,2014,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,ita,-,3,Regione Piemonte,"BORGHETTI, FABIO;Bonura, Luca;Marchese, Girolamo","DESTINATION - Uomo, strada, ambiente. Una sola destinazione.
Volume 3 - RETE DI MONITORAGGIO"
Granada,Comitato scientifico,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,sinestesia; neuroscienze; arte; design,http://hdl.handle.net/11311/858736,2014,03 LIBRO::03.1 Monografia o trattato scientifico,-,ELETTRONICO,spa,ESP,3,Ediciones Fundación Internacional Artecittà,"M. Josè De Cordoba;RICCO', DINA","Sinestesia. Los fundamentos teóricos, artísticos y científicos, Segunda edición ampliada y mejorada"
Milano,Nessuno,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,Game Design; Game Studies; design methods; Urban Game; video game; Videogames; Persuasive game; pervasive game; board game,http://hdl.handle.net/11311/862136,2014,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,ita,ITA,2,Pearson Italia spa,"BERTOLO, MARESA;MARIANI, ILARIA",Game design. Gioco e giocare tra teoria e progetto
Milano,Nessuno,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,Odile Decq,http://hdl.handle.net/11311/862570,2013,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,ita,-,2,Sole24 ore Cultura,"Celant G.;IRACE, FULVIO",Odile Decq
Forlì,Comitato scientifico,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/openAccess,-,trasporti; mobilità; pianificazione urbana,http://hdl.handle.net/11311/863951,2014,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,ita,ITA,29,EGAF Edizioni SRL,"STUDER, LUCA PASINO;Maternini Giulio;Amoroso Salvatore;Barbarossa Luca;Busi Roberto;Cadei Margherita;Cappelli Agostino;Copiello Sergio;Coppola Pierluigi;Dalla Chiara Bruno;Deflorio Francesco Paolo;Festa Demetrio Carmine;Foini Silvia;GANDINI, PAOLO;Ignaccolo Matteo;Inturri Giuseppe;La Greca Paolo;MAJA, ROBERTO;MARCHIONNI, GIOVANNA;Nuzzolo Agostino;Petruccelli Umberto;Pezzagno Michèle;Pinna Ivano;PONTI, MARCO;Rubulotta Elena;Salvo Giuseppe;Stanghellini Stefano;Tira Maurizio;Zito Pietro",Trasporti e città - Mobilità e pianificazione urbana
-,Nessuno,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,"jewellery design, alba cappellieri, politecnico di milano, new materials, design del gioiello, innovation, design per l innovazione",http://hdl.handle.net/11311/881155,2014,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,eng;ita,ITA,3,Marsilio editore,"CAPPELLIERI, ALBA;DEL CURTO, BARBARA;TENUTA, LIVIA","intorno
al futuro.
nuovi materiali
e nuove tecnologie
per il gioiello"
