dc.publisher.place,dc.type.referee,dc.relation.medium,item.openaireRights,item.collection,dc.subject.keywordsita,item.journal.title,dc.subject.keywords,dc.identifier.uri,dc.date.issued,dc.relation.conferenceplace,dc.type.full,dc.type.circulation,dc.relation.ispartofbook,dc.relation.conferencename,dc.language.iso,dc.publisher.country,dc.description.numberofauthors,dc.publisher.name,dc.authority.people,dc.title
Granada,-,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1003948,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,MuVi4 Video and moving image on synesthesia and visual music,-,eng,ESP,6,Ediciones Fundación Internacional Artecittà,"Menini, Marco;Minzoni, Marco;CARATTI, ELENA;TOLINO, UMBERTO;Spinelli, Aldo;Hachen, Massimo",Playn'Rebus 2
-,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1004158,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,"Internet of Things. IoT Infrastructures: Second International Summit, IoT 360\textdegree 2015, Rome, Italy, October 27-29, 2015. Revised Selected Papers, Part I",-,eng,-,4,Springer International Publishing,"PEREGO, PAOLO;TARABINI, MARCO;BOCCIOLONE, MARCO FRANCESCO;ANDREONI, GIUSEPPE",SMARTA: Smart Ambiente and Wearable Home Monitoring for Elderly
Milano,Comitato scientifico,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,"Texture design, Design della comunicazione, Basic Design, Decostruzione",-,-,http://hdl.handle.net/11311/1004805,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Design è traduzione. Il paradigma traduttivo per la cultura del progetto,-,ita,ITA,1,Franco Angeli,"CALABI, DANIELA ANNA",Texture e Testo. Un processo traduttivo
"Baunach, Germany",-,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1005056,2014,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,"Design research on Temporary Homes - Hospitable Places for Homeless, Immigrants and Refugees",-,eng,DEU,2,Spurbuchverlag,"GIUNTA, ELENA ENRICA;GEROSA, GIULIA MARIA",Design for hospitable interiors: open-ended design solution for welcoming diversity
Santarcangelo di Romagna,-,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1005079,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Il retail diffuso: lo spazio di vendita tra territori fisici e multimediali,-,ita,ITA,1,Maggioli Editore,"GEROSA, GIULIA MARIA",Crescere con il Territorio: il rapporto città-commercio dall'antichità al IXX secolo
Santarcangelo di Romagna,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1005081,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Retail diffuso: lo spazio vendita fra territori fisici e multimediali,-,ita,ITA,1,Maggioli Editore,"GEROSA, GIULIA MARIA",Raccontarsi nel Territorio: la nascita del negozio moderno
Santarcangelo di Romagna,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1005082,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Retail diffuso: lo spazio vendita fra territori fisici e multimediali,-,ita,ITA,1,Maggioli Editore,"GEROSA, GIULIA MARIA",Recupero e trasformazione urbana
Santarcangelo di Romagna,-,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1005085,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Retail diffuso: lo spazio vendita fra territori fisici e multimediali,-,ita,ITA,1,Maggioli Editore,"GEROSA, GIULIA MARIA",Rifunzionalizzazione e metamorfosi
Milano,-,STAMPA,info:eu-repo/semantics/openAccess,02.1 Contributo in Volume,-,-,"design, habit, pragmatismo, semiotica,",http://hdl.handle.net/11311/1005099,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,"L’oggetto del progetto. Saggi, dialoghi e lezioni di semiotica intorno al design e all’inventiva progettuale",-,ita,ITA,1,ATì,"ZINGALE, SALVATORE",Design: dall’oggetto al progetto
Milano,Esperti non anonimi,STAMPA,info:eu-repo/semantics/openAccess,02.1 Contributo in Volume,"semiotica, abduzione, Peirce",-,-,http://hdl.handle.net/11311/1005111,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,"Su Peirce. Interpretazioni, ricerche, prospettive",-,ita,ITA,1,Bompiani,"ZINGALE, SALVATORE",'This is my Design'. Lo spazio dell’abduzione nella progettualità
Roma,-,STAMPA,info:eu-repo/semantics/openAccess,02.1 Contributo in Volume,"wayfinding, orientamento, semiotica, design, natura",-,-,http://hdl.handle.net/11311/1005136,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Dire la Natura. Ambiente e significazione,-,ita,ITA,1,Aracne,"ZINGALE, SALVATORE",Per natura e per cultura. Semiotica ecologica e wayfinding
"Barbacena, MG (Brasil)",-,STAMPA,info:eu-repo/semantics/openAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1005169,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Cadernos de Estudos Avançados em Design: Design e Semiótica,-,por,BRA,1,"Eduemg,","ZINGALE, SALVATORE",Qual semiótica para o design? A via pragmatista e a construção de una semiótica do projeto
"Barbacena, MG (Brasil)",-,STAMPA,info:eu-repo/semantics/openAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1005170,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Collection of advanced studies in design: Design and Semiotics,-,eng,BRA,1,Eduemg,"ZINGALE, SALVATORE",What semiotic for design? The pragmatist way and the construction of a project’s semiotic
Milano,-,STAMPA,info:eu-repo/semantics/openAccess,02.1 Contributo in Volume,-,-,"Traduzione, Interpretante, Semiotica, Sistema di significazione, Design",http://hdl.handle.net/11311/1005172,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Design è traduzione. Il paradigma traduttivo per la cultura del progetto. “Design e traduzione”: un manifesto,-,ita,ITA,1,FrancoAngeli,"ZINGALE, SALVATORE",Come una traduzione. La traduzione del senso nel design
Santarcangelo di Romagna (RN),Comitato scientifico,STAMPA,info:eu-repo/semantics/openAccess,02.1 Contributo in Volume,-,-,"Design, umanismo, scienza, semiotica, pragmatismo, atropopoiesi",http://hdl.handle.net/11311/1005173,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Humanities Design Lab. Le culture del progetto e le scienze umane e sociali,-,ita,ITA,1,Maggioli,"ZINGALE, SALVATORE",Il design e le scienze umane. Temi per una scienza dialogica
Santarcangelo di Romagna (RN),Comitato scientifico,STAMPA,info:eu-repo/semantics/openAccess,02.1 Contributo in Volume,-,-,"semiotica, osservazione, progetto, etnosemiotica",http://hdl.handle.net/11311/1005174,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Humanities Design Lab. Le culture del progetto e le scienze umane e sociali,-,ita,ITA,1,Maggioli,"ZINGALE, SALVATORE",L’osservazione semiotica
-,-,STAMPA,info:eu-repo/semantics/openAccess,02.1 Contributo in Volume,-,-,"abduzione, semiotica, innamoramento, immagine, progetto, imprevisto,",http://hdl.handle.net/11311/1005175,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Storia Storie Romanzo. Per una filosofia delle narrazioni,-,ita,ITA,1,Edizioni Scientifiche Italiane,"ZINGALE, SALVATORE","Innamoramento e abduzione. Il progetto, l’imprevisto, l’improvviso"
Santarcangelo di Romagna,-,STAMPA,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1005219,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Retail diffuso: lo spazio vendita fra territori fisici e multimediali,-,ita,ITA,1,Maggioli Editore,"IANNILLI, VALERIA MARIA",Il sistema di offerta dell'impresa entro il paradigma dell'experience design
Santarcangelo di Romagna,-,STAMPA,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1005220,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Retail diffuso: lo spazio vendita fra territori fisici e multimediali,-,ita,ITA,1,Maggioli Editore,"IANNILLI, VALERIA MARIA",L'apporto delle scienze umane negli studi del design per il retail
Santarcangelo di Romagna,-,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,"smart consumer, smart retail, mobile, omnicanale",-,-,http://hdl.handle.net/11311/1005223,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Retail diffuso: lo spazio vendita fra territori fisici e multimediali,-,ita,ITA,1,Maggioli Editore,"IANNILLI, VALERIA MARIA",Smart consumer vs smart retail context
Barcelona,Comitato scientifico,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1005258,2011,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,"Matèria. Noves Fronteres de la ciencia, l’art i el pensament",-,spa,ESP,2,Generalitat de Catalunya / Ara Llibres,"CIASTELLARDI, MATTEO;de Almeida, Cristina Miranda",Matèria connectada
Milano,-,-,info:eu-repo/semantics/openAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1005310,2013,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Ecologia del testo. Esperienza del pensiero,-,ita,-,1,LED Edizioni Universitarie,"CIASTELLARDI, MATTEO",Il web come lo spazio della relazione. Prodromi di un’ecologia del testo
Milano,Comitato scientifico,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1005330,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Design è traduzione. Il paradigma traduttivo per la cultura del progetto.,-,ita,-,2,FrancoAngeli,"CIASTELLARDI, MATTEO;de Kerckhove, Derrick",La narrazione e il supporto. Il principio di traduzione nel progetto transmediale
MILANO,-,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,"design, environmental, packaging",http://hdl.handle.net/11311/1005574,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,PACKAGING NATURALMENTE TECNOLOGICO - INNOVAZIONI SOSTENIBILI PER IL FOOD PACKAGING A BASE DI CARTA E CARTONE,-,eng;ita,ITA,1,EDIZIONI DATIVO srl,Mario Bisson,"DESIGNING AND INNOVATING WITH PAPER, BOARD, AND CELLULOSE PULP - PROGETTARE E FARE INNOVAZIONE CON CARTA, CARTONE E POLPA DI CELLULOSA"
-,-,STAMPA,info:eu-repo/semantics/openAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1006151,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,"European Project Space on Computational Intelligence, Knowledge Discovery and Systems Engineering for Health and Sports",-,eng,PRT,2,"SCITEPRESS – Science and Technology, Publications. Lda","GUARNERI, MARIA RENATA;ANDREONI, GIUSEPPE",PEGASO Fit for Future.
-,-,-,info:eu-repo/semantics/openAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1006160,2012,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Dalla Ricerca al Mercato. Trasformare il risultato della ricerca in un prodotto,-,ita,-,1,Patron,"ANDREONI, GIUSEPPE",Nuovi Sistemi di salute personale: dalla Ricerca al Mercato
Milano,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1006240,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Lo stile del pensiero. Una lettura ipertestuale del caso emblematico di Friedrich Nietzsche,-,ita,-,1,LED,"CIASTELLARDI, MATTEO",L’informazione mediata. Il processo d’interazione nella cultura del testo
-,-,-,info:eu-repo/semantics/openAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1006272,2009,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Argomenti di Ergonomia. Un glossario (vol 1),-,ita,-,2,FrancoAngeli,"ANDREONI, GIUSEPPE;PIZZAGALLI, MANUELA",Antropometria
-,-,-,info:eu-repo/semantics/openAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1006273,2009,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Argomenti di Ergonomia. Un glossario (vol 1),-,ita,-,1,FrancoAngeli,"ANDREONI, GIUSEPPE",Biomeccanica Occupazionale
-,-,-,info:eu-repo/semantics/openAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1006435,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Opening Time. On the Energy Threshold,-,eng,-,1,LED,"CIASTELLARDI, MATTEO",Augmented Reality for Collaborative Media
ROMA,Comitato scientifico,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1006782,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,"ENCICLOPEDIA ITALIANA DI SCIENZE, LETTERE E ARTI",-,ita,ITA,1,ISTITUTO DELLA ENCICLOPEDIA ITALIANA GIOVANNI TRECCANI,"DOMINONI, ANNALISA",TURISMO SPAZIALE
Verona,-,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,"Antonio Balestra, Benedetto Luti, Disegno, Barocco, Arcadia, Accademia di San Luca, Mostra, Catalogo, Ministero Beni Culturali, Storia dell'arte, Pittura, Settecento, Verona, Castelvecchio",-,-,http://hdl.handle.net/11311/1006986,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Antonio Balestra. Nel Segno della Grazia.,-,ita,ITA,1,Scripta edizioni,"MAFFEIS, RODOLFO",Antonio Balestra e la gioventù romana.
Venezia,-,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,"Leonardo da Vinci, Disegno, Manoscritti, Astronomia, Cosmologia, Filosofia Naturale, Aristotele, Alberto di Sassonia, Plutarco, Dante, Luna, Galileo",http://hdl.handle.net/11311/1007029,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Leonardo da Vinci on Nature: Knowledge and Representation,-,eng;ita,ITA,1,Marsilio,"MAFFEIS, RODOLFO",«Quasi dentatae rotae»: Leonardo disegna la Luna
Milano,-,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,"Leonardo da Vinci, Disegno, Manoscritti, Astronomia, Cosmologia, Filosofia Naturale, Aristotele, Alberto di Sassonia, Niccolò Copernico, Luna, Sole, Eliocentrismo",-,-,http://hdl.handle.net/11311/1007039,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Leonardo da Vinci: il disegno del mondo,-,ita,ITA,1,Skira,"MAFFEIS, RODOLFO",L'equivoco del sole immobile: cosmologia di Leonardo tra disegni e testi
Roma,-,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,"Ariosto, Orlando Furioso, Giambattista Tiepolo, Giuseppe Cades, Casanova, Angelica e Medoro, Pittura, Settecento",-,-,http://hdl.handle.net/11311/1007047,2014,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,L'Orlando Furioso nello specchio delle immagini,-,ita,ITA,1,Istituto della Enciclopedia Italiana fondata da Giovanni Treccani,"MAFFEIS, RODOLFO","Molto amore per nulla: il ""Furioso"" in pittura nel Settecento italiano"
Busto Arsizio (VA),-,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,"Leonardo da Vinci, Luca Signorelli, Disegno, Pittura, Manoscritti, Dante, Pietro Alighieri, Divina Commedia, Purgatorio, Zodiaco, Astronomia, Cosmologia, Codice Atlantico, Accademia della Crusca, Rubecchio",http://hdl.handle.net/11311/1007078,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Leonardo da Vinci: Metodi e Tecniche per la Costruzione della Conoscenza.,-,eng;fra;ita,ITA,1,Nomos Edizioni,"MAFFEIS, RODOLFO",Il cielo di Leonardo e uno Zodiaco dantesco.
Milano,Comitato scientifico,STAMPA,info:eu-repo/semantics/openAccess,02.1 Contributo in Volume,Business sociale,-,-,http://hdl.handle.net/11311/1007266,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,L'impresa di domani. Innovativa sostenibile inclusiva,-,ita,ITA,1,Egea,"GALBIATI, MARIA LUISA",Credere nel business sociale
Milano,Comitato scientifico,STAMPA,info:eu-repo/semantics/openAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1007267,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,"The Logic of Approximation, in Art and in Life",-,eng,ITA,1,Silvana Editoriale,"GALBIATI, MARIA LUISA",Contemporary Communication Scenarios
Milano,-,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,digitale,-,-,http://hdl.handle.net/11311/1007354,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Transmedia design framework. Un approccio design-oriented alla transmedia practice,-,ita,ITA,1,FrancoAngeli,"GALBIATI, MARIA LUISA",Le prassi comunicative nell’era digitale
Milano,Comitato scientifico,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,"Antonio Sant'Elia, Città Nuova, Green City",-,-,http://hdl.handle.net/11311/1007502,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Antonio Sant'Elia. Il futuro delle città,-,ita,ITA,1,Skira,"IRACE, FULVIO",Dalla Città Nuova alla Green City
Milano,Comitato scientifico,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,"Francesco Somaini, New York, scultura",http://hdl.handle.net/11311/1007675,2017,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Francesco Somaini. Uno scultore per la città: New York 1967-1976,-,ita,ITA,1,Skira,"IRACE, FULVIO",Metropolis
Wiesbaden,Comitato scientifico,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,"innovation, design, jewellery, alba cappellieri, politecnico di milano",http://hdl.handle.net/11311/1008095,2017,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Luxusmarken-Management,-,eng;ger,DEU,2,Springer Gabler,"CAPPELLIERI, ALBA;TENUTA, LIVIA",Luxusmarken-Management
-,-,-,info:eu-repo/semantics/openAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1008787,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,THE PEARL DIVER. The designer as storyteller,-,eng,-,1,DESIS Network Association,"GALBIATI, MARIA LUISA",Engagement & storytelling for social innovation
-,-,-,info:eu-repo/semantics/openAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1008788,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,THE PEARL DIVER. The designer as storyteller,-,eng,-,1,DESIS Network Association,"MARIANI, ILARIA",Games telling stories of and for social innovation
-,-,-,info:eu-repo/semantics/openAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1008789,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,THE PEARL DIVER. The designer as storyteller,-,eng,-,2,DESIS Network Association,"GALBIATI, MARIA LUISA;MANZINI, EZIO",A conversation with Marisa Galbiati & Ezio Manzini
-,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1008866,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,"Enriching Urban Spaces with Ambient Computing, the Internet of Things, and Smart City Design",-,eng,-,6,IGI Global,"BIAGI, LUDOVICO GIORGIO ALDO;COMAI, SARA;MANGIAROTTI, RAFFAELLA;MATTEUCCI, MATTEO;NEGRETTI, MARCO;Yavuz, Secil Ugur",Enriching Geographic Maps with Accessible Paths Derived from Implicit Mobile Device Data Collection
-,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1010387,2017,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,POLIMI DESIGN PHD_017,-,eng,-,1,franco angeli,"GRAMEGNA, SILVIA MARIA",Interior Design As An Environmental System Of “Activators Of Well-Being”: The Therapeutic Habitat Model For Alzheimer’s Disease
-,Esperti anonimi,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1010663,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,International Perspectives on Business Innovation and Disruption in Design,-,eng,GBR,2,Edward Elgar Publishing Limited,"MORTATI, MARZIA;VILLARI, BEATRICE",Design capability and business innovation
-,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1010984,2017,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,OLTRE L’ABITO. IRIDESCENZE NELLA MODA CONTEMPORANEA,-,ita,-,2,deleyva editore,"CONTI, GIOVANNI MARIA;FIORANI, ELEONORA",Progettare per la persona: la moda
-,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1010985,2017,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,OLTRE L’ABITO. IRIDESCENZE NELLA MODA CONTEMPORANEA,-,ita,-,2,deleyva editore,"CONTI, GIOVANNI MARIA;FIORANI, ELEONORA",Interazioni e influenze nel progetto
-,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1010986,2017,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,OLTRE L’ABITO. IRIDESCENZE NELLA MODA CONTEMPORANEA,-,ita,-,2,deleyva editore,"CONTI, GIOVANNI MARIA;FIORANI, ELEONORA",Stagionalità e riconoscibilità della moda
-,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1010987,2017,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,OLTRE L’ABITO. IRIDESCENZE NELLA MODA CONTEMPORANEA,-,ita,-,2,deleyva editore,"CONTI, GIOVANNI MARIA;FIORANI, ELEONORA",Oltre l’abito. Progettare il corpo
-,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1010988,2017,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,OLTRE L’ABITO. IRIDESCENZE NELLA MODA CONTEMPORANEA,-,ita,-,2,deleyva editore,"CONTI, GIOVANNI MARIA;FIORANI, ELEONORA","Per il corpo, non solo l’abito"
-,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1010989,2017,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,OLTRE L’ABITO. IRIDESCENZE NELLA MODA CONTEMPORANEA,-,ita,-,2,deleyva editore,"CONTI, GIOVANNI MARIA;FIORANI, ELEONORA",Progettare per un corpo vestito
-,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1011006,2017,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,OLTRE L’ABITO. IRIDESCENZE NELLA MODA CONTEMPORANEA,-,ita,-,2,deleyva editore,"CONTI, GIOVANNI MARIA;FIORANI, ELEONORA",L’abito sul corpo
-,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1011007,2017,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,OLTRE L’ABITO. IRIDESCENZE NELLA MODA CONTEMPORANEA,-,ita,-,2,deleyva editore,"CONTI, GIOVANNI MARIA;FIORANI, ELEONORA",Abiti fluidi su corpi fluidi
-,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1011008,2017,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,OLTRE L’ABITO. IRIDESCENZE NELLA MODA CONTEMPORANEA,-,ita,-,2,deleyva editore,"CONTI, GIOVANNI MARIA;FIORANI, ELEONORA",Il progetto del corpo maschile
-,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1011010,2017,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,OLTRE L’ABITO. IRIDESCENZE NELLA MODA CONTEMPORANEA,-,ita,-,2,deleyva editore,"CONTI, GIOVANNI MARIA;FIORANI, ELEONORA",L’abito maschile nel meridione d’Italia
-,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1011064,2017,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,OLTRE L’ABITO. IRIDESCENZE NELLA MODA CONTEMPORANEA,-,ita,-,2,deleyva editore,"CONTI, GIOVANNI MARIA;FIORANI, ELEONORA",La figura del sarto e la sua formazione
-,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1011065,2017,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,OLTRE L’ABITO. IRIDESCENZE NELLA MODA CONTEMPORANEA,-,ita,-,2,deleyva editore,"CONTI, GIOVANNI MARIA;FIORANI, ELEONORA",Il passato come riscoperta delle future tradizioni
-,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1011066,2017,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,OLTRE L’ABITO. IRIDESCENZE NELLA MODA CONTEMPORANEA,-,ita,-,2,deleyva editore,"CONTI, GIOVANNI MARIA;FIORANI, ELEONORA",Abiti maschili ibridi: tra lo sportivo e il sartoriale
-,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1011067,2017,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,OLTRE L’ABITO. IRIDESCENZE NELLA MODA CONTEMPORANEA,-,ita,-,2,deleyva editore,"CONTI, GIOVANNI MARIA;FIORANI, ELEONORA",Due progetti di cappello: il Borsalino e la coppola
Napoli,Comitato scientifico,STAMPA,info:eu-repo/semantics/openAccess,02.1 Contributo in Volume,-,-,"progettazione grafica, design della comunicazione",http://hdl.handle.net/11311/1013039,2017,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Gino Anselmi. Architetto Grafico Designer,-,ita,ITA,1,Clean,"GUIDA, FRANCESCO ERMANNO","La grafica essenziale di Gino Anselmi, un napoletano razionalista"
"Paraíba, Brazil",-,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/1013441,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,O novo paradigma arquitetonico e urbanistico da complexidade sustentavel criativa: experiencias academicas em perquisas basicas e aplicadas,-,por,BRA,5,"Paraiboa, João Pessoa","NEBULONI, ATTILIO;Blasi, C.;Carreno, B.;Padovano, B.;Righi, R.",Universidade Federal do Parana
